-2.76e-06,-0.205,2.76e-06,-2.76e-06,-0.205,2.76e-06
-2.76e-06,-0.205,2.76e-06,-2.74e-06,-0.205,2.76e-06
-2.76e-06,-0.205,2.76e-06,-2.71e-06,-0.205,2.75e-06
-2.76e-06,-0.205,2.76e-06,-2.7e-06,-0.205,2.75e-06
-2.76e-06,-0.205,2.76e-06,-2.66e-06,-0.205,2.74e-06
-2.76e-06,-0.205,2.76e-06,-2.67e-06,-0.205,2.74e-06
-2.76e-06,-0.205,2.76e-06,-2.62e-06,-0.205,2.73e-06
-2.76e-06,-0.205,2.76e-06,-2.61e-06,-0.205,2.73e-06
-2.76e-06,-0.205,2.76e-06,-2.57e-06,-0.205,2.72e-06
-2.76e-06,-0.205,2.76e-06,-2.55e-06,-0.205,2.71e-06
-2.76e-06,-0.205,2.76e-06,-2.53e-06,-0.205,2.71e-06
-2.76e-06,-0.205,2.76e-06,-2.52e-06,-0.205,2.71e-06
-2.76e-06,-0.205,2.76e-06,-2.5e-06,-0.205,2.7e-06
-2.76e-06,-0.205,2.76e-06,-2.45e-06,-0.205,2.69e-06
-2.76e-06,-0.205,2.76e-06,-2.44e-06,-0.205,2.69e-06
-2.76e-06,-0.205,2.76e-06,-2.41e-06,-0.205,2.69e-06
-2.76e-06,-0.205,2.76e-06,-2.4e-06,-0.205,2.69e-06
-2.76e-06,-0.205,2.76e-06,-2.36e-06,-0.205,2.68e-06
-2.76e-06,-0.205,2.76e-06,-2.33e-06,-0.205,2.67e-06
-2.76e-06,-0.205,2.76e-06,-2.32e-06,-0.205,2.67e-06
-2.76e-06,-0.205,2.76e-06,-2.28e-06,-0.205,2.66e-06
-2.76e-06,-0.205,2.76e-06,-2.26e-06,-0.205,2.66e-06
-2.76e-06,-0.205,2.76e-06,-2.23e-06,-0.205,2.66e-06
-2.76e-06,-0.205,2.76e-06,-2.22e-06,-0.205,2.66e-06
-2.76e-06,-0.205,2.76e-06,-2.18e-06,-0.205,2.65e-06
-2.76e-06,-0.205,2.76e-06,-2.14e-06,-0.205,2.64e-06
-2.76e-06,-0.205,2.76e-06,-2.11e-06,-0.205,2.63e-06
-2.76e-06,-0.205,2.76e-06,-2.09e-06,-0.205,2.63e-06
-2.76e-06,-0.205,2.76e-06,-2.07e-06,-0.205,2.63e-06
-2.76e-06,-0.205,2.76e-06,-2.04e-06,-0.205,2.63e-06
