left_x,left_y,left_z,right_x,right_y,right_z,left_roll,left_pitch,left_yaw,right_roll,right_pitch,right_yaw
5.413170000000000481e-01,2.135469999999999868e-01,2.075619999999999965e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075380000000000003e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075639999999999985e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075359999999999983e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075660000000000005e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075339999999999963e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075680000000000025e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075319999999999943e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075710000000000055e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075299999999999923e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075730000000000075e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075269999999999893e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075750000000000095e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075249999999999873e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075780000000000125e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075220000000000120e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075809999999999877e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075200000000000100e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075829999999999897e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075170000000000070e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075859999999999927e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075140000000000040e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075889999999999957e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075110000000000010e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
5.413160000000000194e-01,2.135469999999999868e-01,2.075919999999999987e-01,5.413040000000000074e-01,-2.136250000000000093e-01,2.075079999999999980e-01,3.017300000000000093e+00,1.413950000000000040e+00,-2.106200000000000017e-01,-3.018149999999999888e+00,1.413980000000000015e+00,2.096250000000000058e-01
